full_name,final_score,occupation,city,state,state_id,archive_info,date,dt_indx,winner_flg
Alexandra Henkoff,300,a college admissions counselor,Houston,Texas,TX,J! Archive - Show #7751,4/30/18,1,0
Randy Mathews,199,a fragrance specialist,Houston,Texas,TX,J! Archive - Show #7748,4/25/18,1,1
Randy Mathews,20000,a fragrance specialist,Houston,Texas,TX,J! Archive - Show #7747,4/24/18,2,1
Jesse Parks,5400,a performance manager,Houston,Texas,TX,J! Archive - Show #7640,11/24/17,1,0
Jesse Parks,5400,a performance manager,Houston,Texas,TX,J! Archive - Show #7640,11/24/17,1,0
Megan Clair,11400,a senior risk analyst,Houston,Texas,TX,J! Archive - Show #7541,5/29/17,3,0
Bryan Hlavinka,13199,a tequila tour manager,Houston,Texas,TX,J! Archive - Show #7362,9/20/16,2,0
Gary Yokie,9200,a graphic designer and editor,Houston,Texas,TX,J! Archive - Show #7316,6/6/16,2,0
Danielle Stillman-Diederich,12000,a quality assurance coordinator,Houston,Texas,TX,J! Archive - Show #7254,3/10/16,3,0
Julie Graves,16201,a public health doctor,Houston,Texas,TX,J! Archive - Show #7195,12/18/15,2,0
Desta Kimmel,200,a director of communications,Houston,Texas,TX,J! Archive - Show #7099,6/25/15,3,0
Mark Kelly,4300,a retired U.S. Navy captain and astronaut,Houston,Texas,TX,J! Archive - Show #7067,5/12/15,3,1
Corbin Dill,2400,an editor and graduate student in public health,Houston,Texas,TX,J! Archive - Show #7047,4/14/15,2,0
Jennifer Harris,7000,a Ph.D. student originally,Houston,Texas,TX,J! Archive - Show #6973,12/31/14,3,0
Pranjal Vachaspati,4799,a Ph.D. student originally,Shaker Heights,Ohio,OH,J! Archive - Show #7353,7/27/16,1,0
Pranjal Vachaspati,15400,a Ph.D. student originally,Shaker Heights,Ohio,OH,J! Archive - Show #7352,7/26/16,1,1
Pranjal Vachaspati,32500,a Ph.D. student originally,Shaker Heights,Ohio,OH,J! Archive - Show #7351,7/25/16,1,1
Pranjal Vachaspati,22000,a Ph.D. student originally,Shaker Heights,Ohio,OH,J! Archive - Show #7350,7/22/16,1,1
Pranjal Vachaspati,25599,a Ph.D. student originally,Shaker Heights,Ohio,OH,J! Archive - Show #7349,7/21/16,1,1
Pranjal Vachaspati,15679,a Ph.D. student originally,Shaker Heights,Ohio,OH,J! Archive - Show #7348,7/20/16,1,1
Pranjal Vachaspati,25910,a Ph.D. student originally,Shaker Heights,Ohio,OH,J! Archive - Show #7347,7/19/16,2,1
Rex Marzke,10787,a user interface designer,Houston,Texas,TX,J! Archive - Show #6961,12/15/14,3,0
William Golden,17801,a seventh grader,Houston,Texas,TX,J! Archive - Show #6891,7/28/14,3,1
William Golden,16200,a seventh grader,Houston,Texas,TX,J! Archive - Show #6888,7/23/14,3,1
Ryan Bilger,23300,a student,Macungie,Pennsylvania,PA,J! Archive - Show #8033,7/10/19,1,0
Ryan Bilger,10399,a student,Macungie,Pennsylvania,PA,J! Archive - Show #8032,7/9/19,1,1
Ryan Bilger,32801,a student,Macungie,Pennsylvania,PA,J! Archive - Show #8031,7/8/19,1,1
Ryan Bilger,29199,a student,Macungie,Pennsylvania,PA,J! Archive - Show #8030,7/5/19,1,1
Ryan Bilger,34650,a student,Macungie,Pennsylvania,PA,J! Archive - Show #8029,7/4/19,3,1
Vidya Srinivasan,4000,a student,Chevy Chase,Maryland,MD,J! Archive - Show #7451,1/23/17,3,0
Maggie Beazer,534,a student,Cambridge,Massachusetts,MA,J! Archive - Show #7833,10/3/18,2,0
Alix Basden,5600,a student,Lafayette,Louisiana,LA,J! Archive - Show #7979,4/25/19,3,0
Kathy Callahan,8395,a student,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7046,4/13/15,3,0
Jade Ryan,1,a student,Gainesville,Florida,FL,J! Archive - Show #7922,2/5/19,2,0
Ezgi Ustundag,2000,a student,Durham,North Carolina,NC,J! Archive - Show #7139,10/1/15,3,1
Ryan Hughey,-200,a student,Indianapolis,Indiana,IN,J! Archive - Show #7602,10/3/17,3,0
Alex Hotovy,600,a student,Omaha,Nebraska,NE,J! Archive - Show #7694,2/8/18,3,0
Jessica Rea,1700,a student,Carmichael,California,CA,J! Archive - Show #7787,6/19/18,2,1
Daniel Ludlam,2195,a student,Claremont,California,CA,J! Archive - Show #7725,3/23/18,3,0
Tyler Miksanek,5199,a student,Warrenville,Illinois,IL,J! Archive - Show #7676,1/15/18,3,0
Brandon Randall,1,a student,Provo,Utah,UT,J! Archive - Show #7563,6/28/17,1,0
Brandon Randall,22001,a student,Provo,Utah,UT,J! Archive - Show #7562,6/27/17,1,1
Brandon Randall,20001,a student,Provo,Utah,UT,J! Archive - Show #7561,6/26/17,3,1
Siddharth Hariharan,9000,a student,Herndon,Virginia,VA,J! Archive - Show #7361,9/19/16,1,0
Siddharth Hariharan,6534,a student,Herndon,Virginia,VA,J! Archive - Show #7360,9/16/16,1,1
Siddharth Hariharan,21601,a student,Herndon,Virginia,VA,J! Archive - Show #7359,9/15/16,2,1
Siddharth Hariharan,21601,a student,Herndon,Virginia,VA,J! Archive - Show #7359,9/15/16,2,1
Ben Parker,9200,a student,Northbrook,Illinois,IL,J! Archive - Show #7193,12/16/15,2,0
Dylan Parson,17198,a student,Slippery Rock,Pennsylvania,PA,J! Archive - Show #7135,9/25/15,1,1
Dylan Parson,5200,a student,Slippery Rock,Pennsylvania,PA,J! Archive - Show #7134,9/24/15,1,1
Dylan Parson,19200,a student,Slippery Rock,Pennsylvania,PA,J! Archive - Show #7133,9/23/15,1,1
Dylan Parson,5399,a student,Slippery Rock,Pennsylvania,PA,J! Archive - Show #7132,9/22/15,3,1
Sacha Samotin,0,a student,Naples,Florida,FL,J! Archive - Show #7097,6/23/15,1,0
Sacha Samotin,19600,a student,Naples,Florida,FL,J! Archive - Show #7096,6/22/15,3,1
Margaret Hamilton,6600,a retired air traffic controller,Sebring,Florida,FL,J! Archive - Show #8033,7/10/19,3,0
Hannah Safford,8800,an engineering Ph.D. student,Davis,California,CA,J! Archive - Show #8032,7/9/19,2,0
Jenny Gibbs,8801,a handywoman and gardener,Charlottesville,Virginia,VA,J! Archive - Show #7996,5/20/19,2,0
Ruth Payne,200,a law school career counselor,Charlottesville,Virginia,VA,J! Archive - Show #7795,6/29/18,2,0
Charlie Santiuste,21208,a relationship manager,Charlottesville,Virginia,VA,J! Archive - Show #7651,12/11/17,2,0
TJ Bateman,4800,a software Q.A. lead,Charlottesville,Virginia,VA,J! Archive - Show #7338,7/6/16,1,0
TJ Bateman,5199,a software Q.A. lead,Charlottesville,Virginia,VA,J! Archive - Show #7337,7/5/16,2,1
Eric Swanson,6201,a Ph.D. student in experimental pathology,Charlottesville,Virginia,VA,J! Archive - Show #7035,3/27/15,3,0
Rena Morse,18200,a director of semantic technology,Charlottesville,Virginia,VA,J! Archive - Show #6915,10/10/14,1,0
Rena Morse,9199,a director of semantic technology,Charlottesville,Virginia,VA,J! Archive - Show #6914,10/9/14,3,1
Holly Ahronheim,0,a stay-at-home mom,Royal Palm Beach,Florida,FL,J! Archive - Show #8031,7/8/19,2,0
Kristin Sausville,12800,a stay-at-home mom,Newark,Delaware,DE,J! Archive - Show #7167,11/10/15,3,0
Kristin Sausville,5599,a stay-at-home mom,Newark,Delaware,DE,J! Archive - Show #7028,3/18/15,1,0
Kristin Sausville,13199,a stay-at-home mom,Newark,Delaware,DE,J! Archive - Show #7027,3/17/15,1,1
Kristin Sausville,28200,a stay-at-home mom,Newark,Delaware,DE,J! Archive - Show #7026,3/16/15,1,1
Kristin Sausville,21201,a stay-at-home mom,Newark,Delaware,DE,J! Archive - Show #7025,3/13/15,1,1
Kristin Sausville,6800,a stay-at-home mom,Newark,Delaware,DE,J! Archive - Show #7024,3/12/15,1,1
Kristin Sausville,24801,a stay-at-home mom,Newark,Delaware,DE,J! Archive - Show #7023,3/11/15,2,1
Sara Feeney,16801,a stay-at-home mom,Livonia,Michigan,MI,J! Archive - Show #8002,5/28/19,3,0
Courtney  Corcoran,100,a stay-at-home mom,Alexandria,Virginia,VA,J! Archive - Show #7274,4/7/16,3,0
Allison Fraser,13500,a stay-at-home mom,Alexandria,Virginia,VA,J! Archive - Show #6967,12/23/14,1,1
Allison Fraser,20401,a stay-at-home mom,Alexandria,Virginia,VA,J! Archive - Show #6966,12/22/14,1,1
Allison Fraser,20500,a stay-at-home mom,Alexandria,Virginia,VA,J! Archive - Show #6965,12/19/14,2,1
Alison Sahner,5800,a stay-at-home mom,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7695,2/9/18,3,0
DeAnn Hale,2,a stay-at-home mom,Eagle Mountain,Utah,UT,J! Archive - Show #7893,12/26/18,3,0
Michelle Mueckler,22800,a stay-at-home mom,Elgin,South Carolina,SC,J! Archive - Show #7809,7/19/18,3,0
Amanda Barlau,6400,a stay-at-home mom,Seymour,Indiana,IN,J! Archive - Show #7642,11/28/17,2,0
Kara Chandler,25700,a stay-at-home mom,Berwyn,Illinois,IL,J! Archive - Show #7636,11/20/17,1,1
Kara Chandler,12799,a stay-at-home mom,Berwyn,Illinois,IL,J! Archive - Show #7625,11/3/17,2,1
Scarlett Sims,400,a stay-at-home mom,Oak Ridge,Tennessee,TN,J! Archive - Show #7610,10/13/17,1,0
Scarlett Sims,33201,a stay-at-home mom,Oak Ridge,Tennessee,TN,J! Archive - Show #7609,10/12/17,2,1
Jennifer Fuquay,0,a stay-at-home mom,San Antonio,Texas,TX,J! Archive - Show #7519,4/27/17,2,0
Elisabeth Lancaster,6600,a stay-at-home mom,Winter Park,Florida,FL,J! Archive - Show #7488,3/15/17,2,0
Susan Logan,13199,a stay-at-home mom,Glenview,Illinois,IL,J! Archive - Show #7386,10/24/16,2,0
Liz Hedreen,0,a stay-at-home mom,Kirkland,Washington,WA,J! Archive - Show #7337,7/5/16,1,0
Liz Hedreen,21600,a stay-at-home mom,Kirkland,Washington,WA,J! Archive - Show #7336,7/4/16,2,1
Carrie Delapeña,100,a stay-at-home mom,Plano,Texas,TX,J! Archive - Show #6899,9/18/14,3,0
Heather Seal-Breslin,4000,a stay-at-home mom,Flower Mound,Texas,TX,J! Archive - Show #6969,12/25/14,3,0
Dava-Leigh Brush,3700,a stay-at-home mom,Arnold,Missouri,MO,J! Archive - Show #7013,2/25/15,1,0
Dava-Leigh Brush,20000,a stay-at-home mom,Arnold,Missouri,MO,J! Archive - Show #7012,2/24/15,1,1
Dava-Leigh Brush,10001,a stay-at-home mom,Arnold,Missouri,MO,J! Archive - Show #7011,2/23/15,1,1
Dava-Leigh Brush,1500,a stay-at-home mom,Arnold,Missouri,MO,J! Archive - Show #7010,2/20/15,2,1
Sarah Hoban,32400,a freelance writer and editor,Barrington,Illinois,IL,J! Archive - Show #8031,7/8/19,3,0
Shelby O'Neill,400,a freelance writer and editor,Austin,Texas,TX,J! Archive - Show #6860,6/13/14,2,0
Alan Florendo,8000,a software developer,St. Louis,Missouri,MO,J! Archive - Show #7924,2/7/19,3,0
Jon Beebe,6799,a software developer,New York,New York,NY,J! Archive - Show #7495,3/24/17,2,0
Jerry Vinokurov,13999,a software developer,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7287,4/26/16,3,0
Brennan Bushee,5600,a software developer,Malden,Massachusetts,MA,J! Archive - Show #7172,11/17/15,2,0
Brennan Bushee,5600,a software developer,Malden,Massachusetts,MA,J! Archive - Show #7172,11/17/15,2,0
Brennan Bushee,18000,a software developer,Malden,Massachusetts,MA,J! Archive - Show #7167,11/10/15,2,1
Catherine Ono,13600,a software developer,Santa Clara,California,CA,J! Archive - Show #7783,6/13/18,1,0
Catherine Ono,23201,a software developer,Santa Clara,California,CA,J! Archive - Show #7782,6/12/18,1,1
Catherine Ono,23201,a software developer,Santa Clara,California,CA,J! Archive - Show #7781,6/11/18,3,1
Irv Murray,800,a software developer,Hartsdale,New York,NY,J! Archive - Show #6903,9/24/14,3,0
Irv Murray,800,a software developer,Hartsdale,New York,NY,J! Archive - Show #6903,9/24/14,3,0
Mary Grace Buckley,5000,a writer and retail sales associate,St. Louis,Missouri,MO,J! Archive - Show #7618,10/25/17,3,0
Shadi Peterman,4600,a high school history teacher,St. Louis,Missouri,MO,J! Archive - Show #7586,9/11/17,1,0
Shadi Peterman,11200,a high school history teacher,St. Louis,Missouri,MO,J! Archive - Show #7585,7/28/17,1,1
Shadi Peterman,6800,a high school history teacher,St. Louis,Missouri,MO,J! Archive - Show #7584,7/27/17,3,1
Kian Barry,14000,a high school history teacher,Hopewell,New Jersey,NJ,J! Archive - Show #7834,10/4/18,2,0
